dataset,instance_id,category,transform,scale,aligned_dims,aligned_planes
ShapeNet,02880940/d1addad5931dd337713f2e93cbeac35d,Bowl,"1.0\,0.0\,0.0\,0.0003172860317826043\,0.0\,1.0\,0.0\,-2.374333510779536e-05\,0.0\,0.0\,1.0\,-0.015390545873464667\,0.0\,0.0\,0.0\,1.0",0.23982348357035677,"0.1494239421753969\,0.14942394932269387\,0.11340317355573681","0.0\,0.0\,-1.0\,-0.05670158677786841\,-0.004224622696550942\,-0.032402918542501984\,0.9994659591166672\,0.05133103660150368"
ShapeNet,02880940/d2e1dc9ee02834c71621c7edb823fc53,Bowl,"1.0\,0.0\,0.0\,0.0007815722042590068\,0.0\,1.0\,0.0\,-0.00012575151398674933\,0.0\,0.0\,1.0\,0.00838004781974544\,0.0\,0.0\,0.0\,1.0",0.2864484197232059,"0.1994044779142392\,0.19940534013388067\,0.050280292506408086","0.0\,0.0\,-1.0\,-0.025140146253204043\,0.0\,0.0\,1.0\,0.025140146253204043\,0.0\,0.0\,-1.0\,0.025140146253204043\,0.0\,0.0\,1.0\,-0.025140146253204043"
ShapeNet,02880940/d5b3fb99c8084a6c5430c0f7a585e679,Bowl,"1.0\,0.0\,0.0\,0.001805955184821073\,0.0\,1.0\,0.0\,-8.561036172949343e-05\,0.0\,0.0\,1.0\,-0.0034168613554705907\,0.0\,0.0\,0.0\,1.0",0.28207059573845494,"0.17918958206696445\,0.17918958206696445\,0.1238789247758243",
ShapeNet,02880940/d78860e8318fb75a12a72bbc636a1f9d,Bowl,"1.0\,0.0\,0.0\,0.0002969719655379066\,0.0\,1.0\,0.0\,-0.0031730910153937586\,0.0\,0.0\,1.0\,-0.04090150477247384\,0.0\,0.0\,0.0\,1.0",0.2902967054800559,"0.20213939985405283\,0.17869649090770956\,0.1071424206660857","-0.8833785380607971\,-0.46866005763830765\,-0.0003299515522224423\,-1.2137089039208102e-05\,0.0\,0.0\,1.0\,0.0036448204047191957\,0.8840973006755112\,0.46730285997228266\,0.0\,0.0026752574712241815\,0.0\,0.0\,-1.0\,-0.0036448204047191957"
ShapeNet,02880940/d98455f19960f99ed684faddec3c0090,Bowl,"1.0\,0.0\,0.0\,-0.00010951639141332237\,0.0\,1.0\,0.0\,-1.7202494007051428e-06\,0.0\,0.0\,1.0\,-0.0316084424611911\,0.0\,0.0\,0.0\,1.0",0.34383906034701694,"0.2193682824459735\,0.21922696328046243\,0.1484669451343814",
ShapeNet,02880940/db180e4f9a75ae717ba6f8f10959534c,Bowl,"1.0\,0.0\,0.0\,-1.3170488921687706e-07\,0.0\,1.0\,0.0\,-5.820766091346741e-11\,0.0\,0.0\,1.0\,-0.004273911195703528\,0.0\,0.0\,0.0\,1.0",0.2678057327398078,"0.1792051448042935\,0.1792054081849681\,0.08654945564091276",
ShapeNet,02880940/dd15ee7374954827c5be64abd4416cc9,Bowl,"1.0\,0.0\,0.0\,-2.793343103490997e-07\,0.0\,1.0\,0.0\,1.4179877538822439e-07\,0.0\,0.0\,1.0\,-0.0076331849405706365\,0.0\,0.0\,0.0\,1.0",0.27987564291230965,"0.18900896747889462\,0.18900869222774475\,0.08295653861108043","0.0\,0.0\,1.0\,0.041478269305540216\,0.0\,0.0\,-1.0\,-0.041478269305540216\,0.03336857669406341\,-0.02065976948670281\,-0.9992295592175848\,0.037750578973236665\,0.01856929957825281\,-0.034576992402984924\,0.999229509526984\,-0.03775044376263225"
ShapeNet,02880940/dd381b3459767f7b18f18cdcd25d1bbb,Bowl,"1.0\,0.0\,0.0\,1.5577259953047928e-06\,0.0\,1.0\,0.0\,-1.5810894460344116e-07\,0.0\,0.0\,1.0\,-0.0016686630182717321\,0.0\,0.0\,0.0\,1.0",0.31201642415391095,"0.21929637999690677\,0.219297932898872\,0.034231946587869766","0.0\,0.0\,-1.0\,-0.012454447532818436\,0.0\,0.0\,1.0\,0.012454447532818436"
ShapeNet,02880940/e072da5c1e38c11a7548281e465c9303,Bowl,"1.0\,0.0\,0.0\,-4.092726157978177e-12\,0.0\,1.0\,0.0\,-2.9103830456733704e-11\,0.0\,0.0\,1.0\,-0.003918297680781446\,0.0\,0.0\,0.0\,1.0",0.2663696546022329,"0.17900358747301226\,0.17900358747301226\,0.0828750550457853","0.0\,0.0\,1.0\,-0.013812597158606721\,0.0\,0.0\,-1.0\,0.013812597158606721"
ShapeNet,02880940/e16e27d3670853b12d4e6b2984840098,Bowl,"1.0\,0.0\,0.0\,-0.00011955044596279052\,0.0\,1.0\,0.0\,-4.942035368182829e-05\,0.0\,0.0\,1.0\,0.016790505332540895\,0.0\,0.0\,0.0\,1.0",0.2587613186054504,"0.1692806167171268\,0.1692806167171268\,0.09821182112075033","0.0\,0.0\,-1.0\,-0.04432969576721668\,0.0\,0.0\,1.0\,0.04432969576721668"
ShapeNet,02880940/e3095ecacc36080cb398a1cfd1079875,Bowl,"1.0\,0.0\,0.0\,4.0054947783030315e-06\,0.0\,1.0\,0.0\,-0.0014554009826219794\,0.0\,0.0\,1.0\,0.00656348372244786\,0.0\,0.0\,0.0\,1.0",0.22876454462650048,"0.1491711847557169\,0.14917141655802135\,0.08848201099379094","0.0\,0.0\,-1.0\,-0.037577094897637386\,0.0\,0.0\,1.0\,0.037577094897637386"
ShapeNet,02880940/e30e5cbc54a62b023c143af07c12991a,Bowl,"1.0\,0.0\,0.0\,-0.00023427105529183478\,0.0\,1.0\,0.0\,0.0\,0.0\,0.0\,1.0\,-0.00627502106400013\,0.0\,0.0\,0.0\,1.0",0.27675574055908486,"0.1892763006768572\,0.18927602849404224\,0.07030564796081817","0.0\,0.0\,1.0\,0.0350958119906315\,0.0\,0.0\,-1.0\,-0.03039622308999923"
ShapeNet,02880940/e3d4d57aea714a88669ff09d7001bab6,Bowl,"1.0\,0.0\,0.0\,-2.7372194210784073e-05\,0.0\,1.0\,0.0\,8.300828636720325e-05\,0.0\,0.0\,1.0\,0.003434013440198669\,0.0\,0.0\,0.0\,1.0",0.2558021583462888,"0.16924433759947988\,0.16924407840053846\,0.09026362994802639","0.0\,0.0\,1.0\,0.03384889267744029\,0.0\,0.0\,-1.0\,-0.03384889267744029\,0.0\,0.0\,1.0\,-0.022565970380867384\,0.0\,0.0\,-1.0\,0.022565970380867384\,0.0\,0.0\,1.0\,-1.2817006478371695e-07\,0.0\,0.0\,-1.0\,1.2817006478371695e-07"
ShapeNet,02880940/e3e57a94be495771f54e1b6f41fdd78a,Bowl,"1.0\,0.0\,0.0\,-2.9103830456733704e-11\,0.0\,1.0\,0.0\,-1.0913936421275139e-11\,0.0\,0.0\,1.0\,-0.008363998313707377\,0.0\,0.0\,0.0\,1.0",0.27568031267155024,"0.18934605722652975\,0.18934605722652975\,0.06554271728659877","0.0\,0.0\,1.0\,0.032771358643299386\,0.0\,0.0\,-1.0\,-0.02379410440502916"
ShapeNet,02880940/e4c871d1d5e3c49844b2fa2cac0778f5,Bowl,"1.0\,0.0\,0.0\,-2.3283064365386963e-10\,0.0\,1.0\,0.0\,-1.1641532182693481e-10\,0.0\,0.0\,1.0\,0.0007428933386126602\,0.0\,0.0\,0.0\,1.0",0.2972766219185783,"0.1992365748418976\,0.1992365748418976\,0.09477891783065928",
ShapeNet,02880940/e816066ac8281e2ecf70f9641eb97702,Bowl,"1.0\,0.0\,0.0\,-1.4551915228366852e-11\,0.0\,1.0\,0.0\,-2.9103830456733704e-11\,0.0\,0.0\,1.0\,-0.007606231074675285\,0.0\,0.0\,0.0\,1.0",0.25152459564129837,"0.16944508372394473\,0.16944508372394473\,0.07642801336976146",
ShapeNet,02880940/ea473a79fd2c98e5789eafad9d8a9394,Bowl,"1.0\,0.0\,0.0\,-2.9103830456733704e-11\,0.0\,1.0\,0.0\,5.820766091346741e-11\,0.0\,0.0\,1.0\,0.021614789458641592\,0.0\,0.0\,0.0\,1.0",0.2818315255169702,"0.17894104819072254\,0.17894104819072254\,0.12405322020660048",
ShapeNet,02880940/ed220bdfa852f00ba2c59a4d90e63212,Bowl,"1.0\,0.0\,0.0\,6.984919309616089e-10\,0.0\,1.0\,0.0\,-6.984919309616089e-10\,0.0\,0.0\,1.0\,0.008608996067377639\,0.0\,0.0\,0.0\,1.0",0.2887035590209773,"0.19933133333917397\,0.19933133333917397\,0.06232157094133761","0.0\,0.0\,1.0\,-0.031160785470668806\,0.0\,0.0\,-1.0\,0.031160785470668806\,0.0\,0.0\,1.0\,0.030202003256818877\,0.0\,0.0\,-1.0\,-0.030202003256818877"
ShapeNet,02880940/ee3b4a98683feab4633d74df68189e22,Bowl,"1.0\,0.0\,0.0\,5.820766091346741e-11\,0.0\,1.0\,0.0\,-1.3096723705530167e-10\,0.0\,0.0\,1.0\,0.005600145697460368\,0.0\,0.0\,0.0\,1.0",0.2695942937934482,"0.1797293338020669\,0.1797293338020669\,0.0898646709183013","0.0\,0.0\,-1.0\,0.028745353223602832\,0.0\,0.0\,1.0\,-0.04493233545915065"
ShapeNet,02880940/f09d5d7ed64b6585eb6db0b349a2b804,Bowl,"1.0\,0.0\,0.0\,0.0019115869668127061\,0.0\,1.0\,0.0\,0.0005198701484374624\,0.0\,0.0\,1.0\,-0.0007760942885184363\,0.0\,0.0\,0.0\,1.0",0.26524066577995503,"0.17912126937247308\,0.17912126937247308\,0.07863696080967486","0.0\,0.0\,-1.0\,-0.028050792133527125\,0.0\,0.0\,1.0\,0.021890047441353033\,-0.010608458007572395\,0.016385517466930916\,-0.9998094695670983\,0.006467411610191016\,0.006006479105917472\,-0.018573068083849294\,0.999809463523277\,-0.006467439667068546"
ShapeNet,02880940/f0fdca5f5c7a06252dbdfbe028032489,Bowl,"1.0\,0.0\,0.0\,0.018561846044858665\,0.0\,1.0\,0.0\,-0.014261922580112607\,0.0\,0.0\,1.0\,0.004100380212228916\,0.0\,0.0\,0.0\,1.0",0.1755789888354801,"0.11948851936183136\,0.11948851936183136\,0.04767513528373546","0.0038384174176254683\,0.029154124275527816\,-0.9995675582918121\,-0.021464069246076703\,-0.02716933273501592\,0.011254033749969432\,0.9995674935106126\,0.02148418544587293"
ShapeNet,02880940/f2cb15fb793e7fa244057c222118625,Bowl,"1.0\,0.0\,0.0\,-8.731149137020111e-11\,0.0\,1.0\,0.0\,-8.731149137020111e-11\,0.0\,0.0\,1.0\,-0.003923390768124868\,0.0\,0.0\,0.0\,1.0",0.17295849348729708,"0.11963780924755696\,0.11963780924755696\,0.03589130926959605","0.0\,0.0\,-1.0\,-0.017945654634798025\,0.0\,0.0\,1.0\,0.017945654634798025"
ShapeNet,02880940/f44387d8cb8d2e4ebaedc225f2279ecf,Bowl,"1.0\,0.0\,0.0\,-1.4316275498416076e-07\,0.0\,1.0\,0.0\,-1.4316639296296785e-07\,0.0\,0.0\,1.0\,0.004755998572004261\,0.0\,0.0\,0.0\,1.0",0.29113605839434087,"0.199252646936956\,0.199252646936956\,0.07319160708616268","0.0\,0.0\,1.0\,0.03659580354308134\,0.0\,0.0\,-1.0\,-0.03659580354308134"
ShapeNet,02880940/fa23aa60ec51c8e4c40fe5637f0a27e1,Bowl,"1.0\,0.0\,0.0\,1.4551915228366852e-11\,0.0\,1.0\,0.0\,-2.9103830456733704e-11\,0.0\,0.0\,1.0\,-0.005404869392331868\,0.0\,0.0\,0.0\,1.0",0.219647628195564,"0.14946625275030012\,0.14946625275030012\,0.05970462099473739",
ShapeNet,02880940/fa61e604661d4aa66658ecd96794a1cd,Bowl,"1.0\,0.0\,0.0\,5.820766091346741e-11\,0.0\,1.0\,0.0\,0.0\,0.0\,0.0\,1.0\,-0.00611064915077808\,0.0\,0.0\,0.0\,1.0",0.2579638887362434,"0.1794608361685306\,0.1794608361685306\,0.046183274642823235",
ShapeNet,02880940/faa200741fa93abb47ec7417da5d353d,Bowl,"1.0\,0.0\,0.0\,-4.75647528475065e-06\,0.0\,1.0\,0.0\,1.1030831442937483e-05\,0.0\,0.0\,1.0\,-0.004683605751837572\,0.0\,0.0\,0.0\,1.0",0.2162629292043877,"0.1494415787484371\,0.14944158519357487\,0.04587023393562095",
ShapeNet,02880940/fc77ad0828db2caa533e44d90297dd6e,Bowl,"1.0\,0.0\,0.0\,2.0372681319713593e-10\,0.0\,1.0\,0.0\,2.3283064365386963e-10\,0.0\,0.0\,1.0\,0.008515756700598676\,0.0\,0.0\,0.0\,1.0",0.2630309632091564,"0.17936187941210768\,0.17936187941210768\,0.0695977320361818","0.0\,0.0\,-1.0\,-0.012682695500424446\,0.0\,0.0\,1.0\,0.012682695500424446"
ShapeNet,02880940/ff7c33db3598df342d88c45db31bc366,Bowl,"1.0\,0.0\,0.0\,-0.0002129252936562409\,0.0\,1.0\,0.0\,0.0006135321648770287\,0.0\,0.0\,1.0\,0.001015369444894887\,0.0\,0.0\,0.0\,1.0",0.24502169890619596,"0.16948493803912612\,0.16948493803912612\,0.05084543394733565","0.0\,0.0\,1.0\,0.025422716973667825\,0.0\,0.0\,-1.0\,-0.025422716973667825"
ShapeNet,02946921/100c5aee62f1c9b9f54f8416555967,Can,"1.0\,0.0\,0.0\,-0.0003240473313821379\,0.0\,1.0\,0.0\,0.00014630993132702663\,0.0\,0.0\,1.0\,-0.010283883212557576\,0.0\,0.0\,0.0\,1.0",0.1591193999371192,"0.07430987182954718\,0.07430987182954718\,0.11947830270433357","0.0\,0.0\,1.0\,0.058153208430860026\,0.0\,0.0\,1.0\,-0.05753534714427122\,0.0\,0.0\,-1.0\,-0.058893269603045084\,0.0\,0.0\,-1.0\,0.042273407037710875"
ShapeNet,02946921/10c9a321485711a88051229d056d81db,Can,"1.0\,0.0\,0.0\,0.00037686075936727015\,0.0\,1.0\,0.0\,-0.0008376886781911175\,0.0\,0.0\,1.0\,0.024045442719951016\,0.0\,0.0\,0.0\,1.0",0.1535072698427551,"0.06835985339847239\,0.06835985568590885\,0.11924059960959976","0.0\,0.0\,1.0\,-0.05737264643728812\,0.0\,0.0\,-1.0\,0.05737264643728812\,0.0\,0.0\,-1.0\,-0.057930954779301214\,0.0\,0.0\,1.0\,0.05962029980479988"
ShapeNet,02946921/11c785813efc4b8630eaaf40a8a562c1,Can,"1.0\,0.0\,0.0\,-0.00020153527218291778\,0.0\,1.0\,0.0\,0.0011471863996602716\,0.0\,0.0\,1.0\,0.02163135514704484\,0.0\,0.0\,0.0\,1.0",0.19084780131774595,"0.0733496787388006\,0.07334968158265442\,0.11967397575096239",
ShapeNet,02946921/129880fda38f3f2ba1ab68e159bfb347,Can,"1.0\,0.0\,0.0\,0.0033535481561690617\,0.0\,1.0\,0.0\,-0.0014841616665290935\,0.0\,0.0\,1.0\,0.011033145503968722\,0.0\,0.0\,0.0\,1.0",0.14625159400545357,"0.05980666284703595\,0.05980666284703595\,0.11931424038129723","0.0\,0.0\,1.0\,-0.058461075326866396\,0.0\,0.0\,-1.0\,0.05726473407576771"
ShapeNet,02946921/147901ede668deb7d8d848cc867b0bc8,Can,"1.0\,0.0\,0.0\,-0.00158471628191581\,0.0\,1.0\,0.0\,-0.003839530332615526\,0.0\,0.0\,1.0\,0.04657233509177372\,0.0\,0.0\,0.0\,1.0",0.15515138984150464,"0.06985753605651812\,0.07054051199899503\,0.11923059341781528","0.0\,0.0\,1.0\,-0.055938518577226315\,0.0\,0.0\,-1.0\,0.055938518577226315\,0.0\,0.0\,-1.0\,-0.05961529670890764\,0.0\,0.0\,1.0\,0.05961529670890764"
ShapeNet,02946921/17ef524ca4e382dd9d2ad28276314523,Can,"1.0\,0.0\,0.0\,0.0022133259526135873\,0.0\,1.0\,0.0\,0.0005367618739331448\,0.0\,0.0\,1.0\,0.014423647843194942\,0.0\,0.0\,0.0\,1.0",0.15522313156843293,"0.07009503983061904\,0.06998452214355311\,0.11951188063078177",
ShapeNet,02946921/19fa6044dd31aa8e9487fa707cec1558,Can,"1.0\,0.0\,0.0\,0.001095316067811991\,0.0\,1.0\,0.0\,-0.0019970565714944044\,0.0\,0.0\,1.0\,0.038510921089796146\,0.0\,0.0\,0.0\,1.0",0.15000233268806942,"0.07391934874718631\,0.07391919898818955\,0.10757581798697813","0.022904950929523323\,-0.02290495182506902\,-0.9994752255082702\,0.048228449524484504\,-0.02290124882036657\,0.022901487892406282\,0.9994753897194176\,-0.04822848928634226\,0.0\,0.0\,-1.0\,-0.053787908993489064\,0.0\,0.0\,1.0\,0.053787908993489064"
ShapeNet,02946921/1beb16ca4f1fd6e42150a45ec52bcbd7,Can,"1.0\,0.0\,0.0\,0.00029338125361810796\,0.0\,1.0\,0.0\,-2.5944702853664126e-05\,0.0\,0.0\,1.0\,0.0014775587650150968\,0.0\,0.0\,0.0\,1.0",0.15216869048504153,"0.07465669747215031\,0.07465685166148361\,0.10958123903703942","0.0\,0.0\,-1.0\,0.052411310311407\,0.0\,0.0\,1.0\,-0.052423332544424106"
ShapeNet,02946921/203c5e929d588d07c6754428123c8a7b,Can,"1.0\,0.0\,0.0\,-4.547473508864641e-13\,0.0\,1.0\,0.0\,9.094947017729282e-13\,0.0\,0.0\,1.0\,0.008108450895521813\,0.0\,0.0\,0.0\,1.0",0.1427405922852417,"0.0725167920305454\,0.0725167920305454\,0.0992847879872576","-0.0\,-0.0\,-1.0\,0.047695699256759205\,0.0\,0.0\,1.0\,-0.047695699256759205\,0.0\,0.0\,-1.0\,-0.047695699256759205\,0.0\,0.0\,1.0\,0.047695699256759205"
ShapeNet,02946921/25c253b2e40b6f4ea61649b05d63e9bb,Can,"1.0\,0.0\,0.0\,0.0005787508211108072\,0.0\,1.0\,0.0\,-0.00100337164101727\,0.0\,0.0\,1.0\,0.0038937850917244443\,0.0\,0.0\,0.0\,1.0",0.1484168253309137,"0.07540272844084983\,0.07540272622926669\,0.10322999097802876","0.0\,0.0\,-1.0\,0.04917784413950632\,0.0\,0.0\,1.0\,-0.0498193005594294"
ShapeNet,02946921/28c17225887339bd6193d9e76bb15876,Can,"1.0\,0.0\,0.0\,7.275957614183426e-12\,0.0\,1.0\,0.0\,-1.506973519305177e-07\,0.0\,0.0\,1.0\,7.646690303175774e-08\,0.0\,0.0\,0.0\,1.0",0.1509403901891347,"0.07647847778876837\,0.07647847329039426\,0.10528559780725999","0.0\,0.0\,-1.0\,-0.05038110636476034\,0.0\,0.0\,1.0\,-0.05038141225420034\,0.0\,0.0\,1.0\,0.05116826335648472\,0.0\,0.0\,-1.0\,0.05038141225420034"
ShapeNet,02946921/295be2a01cb9f29b716714dd1fd945b7,Can,"1.0\,0.0\,0.0\,0.002451299914169036\,0.0\,1.0\,0.0\,0.00295514756302373\,0.0\,0.0\,1.0\,0.05075238383753866\,0.0\,0.0\,0.0\,1.0",0.19190512393967502,"0.06406042805227496\,0.06406061964609244\,0.169174730009779","0.0\,0.0\,-1.0\,0.0845873650048895\,0.0\,0.0\,1.0\,0.0845873650048895\,0.0\,0.0\,1.0\,-0.0845873650048895\,0.0\,0.0\,-1.0\,-0.0845873650048895"
ShapeNet,02946921/297b1ba8efcbb6a86128527957a7bb1,Can,"1.0\,0.0\,0.0\,0.010813229553964021\,0.0\,1.0\,0.0\,-0.009672576989602\,0.0\,0.0\,1.0\,0.011547063591474505\,0.0\,0.0\,0.0\,1.0",0.15014514323815076,"0.07283105530741629\,0.07283105530741629\,0.10924650689166704","0.0\,0.0\,-1.0\,0.05462325344583352\,0.0\,0.0\,1.0\,-0.050946651006764654\,0.0\,0.0\,-1.0\,-0.05462325344583352\,0.0\,0.0\,1.0\,0.05462325344583352"
ShapeNet,02946921/29bc4b2e86b91d392e06d87a0fadf00,Can,"1.0\,0.0\,0.0\,0.0004786159267453627\,0.0\,1.0\,0.0\,-0.0015190139743062048\,0.0\,0.0\,1.0\,0.01228789447575096\,0.0\,0.0\,0.0\,1.0",0.15633368581524443,"0.07121546431675085\,0.07121546431675085\,0.11956978607287994",
ShapeNet,02946921/2b08d2c26d1fce3afe34061aca66f702,Can,"1.0\,0.0\,0.0\,0.013644620988855216\,0.0\,1.0\,0.0\,-0.00572186460856372\,0.0\,0.0\,1.0\,0.021656597349302142\,0.0\,0.0\,0.0\,1.0",0.20798465546361553,"0.07650008451118762\,0.0753070858995768\,0.1492597723788487","0.0\,0.0\,1.0\,0.07462988618942434\,0.0\,0.0\,-1.0\,-0.07462988618942434"
ShapeNet,02946921/2eeefdfc9b70b89eeb153e9a37e99fa5,Can,"1.0\,0.0\,0.0\,0.001917816990667065\,0.0\,1.0\,0.0\,-0.0014581196472863711\,0.0\,0.0\,1.0\,0.021522361060360318\,0.0\,0.0\,0.0\,1.0",0.16110045507924678,"0.07843030895806047\,0.07429147896732702\,0.11951076758148993","0.011259436501512534\,-0.0222876645096804\,0.9996881939386761\,-0.05565449168771614\,-0.02060825886271438\,0.014118119558996941\,-0.9996879404928146\,0.055634831278660805\,0.016664460336623093\,-0.0060609477714098385\,-0.9998427679759461\,-0.054708723831539637\,0.002987187483187672\,0.0012889797881764445\,0.9999947076070183\,0.05409361582128266"
ShapeNet,02946921/343287cd508a798d38df439574e01b2,Can,"1.0\,0.0\,0.0\,0.006036687676829189\,0.0\,1.0\,0.0\,-0.005360894148488615\,0.0\,0.0\,1.0\,0.05550947703360232\,0.0\,0.0\,0.0\,1.0",0.18903343554506574,"0.0721240079566634\,0.07211493217013709\,0.15915784026864155","0.0\,0.0\,-1.0\,0.07743187692096065\,0.0\,0.0\,1.0\,-0.07743187692096065"
ShapeNet,02946921/3703ada8cc31df4337b00c4c2fbe82aa,Can,"1.0\,0.0\,0.0\,0.0005722771617509004\,0.0\,1.0\,0.0\,-0.0006022305175537035\,0.0\,0.0\,1.0\,0.029161652456357157\,0.0\,0.0\,0.0\,1.0",0.1501448813595611,"0.07283092296390148\,0.0728310751025445\,0.10924646610850619","-0.0\,-0.0\,-1.0\,0.05052653093107784\,0.0\,0.0\,1.0\,-0.053257665679861343\,0.0\,0.0\,1.0\,0.054623233054253095\,0.0\,0.0\,-1.0\,-0.049160954607354146"
ShapeNet,02946921/38dd2a8d2c984e2b6c1cd53dbc9f7b8e,Can,"1.0\,0.0\,0.0\,8.748823787652071e-08\,0.0\,1.0\,0.0\,8.880923596521484e-08\,0.0\,0.0\,1.0\,-0.0028813212194249704\,0.0\,0.0\,0.0\,1.0",0.1753482313436346,"0.07543077655404606\,0.0754311292945129\,0.13916652915560013",
ShapeNet,02946921/3a7d8f866de1890bab97e834e9ba876c,Can,"1.0\,0.0\,0.0\,0.0001054486075799943\,0.0\,1.0\,0.0\,0.00022352712174811273\,0.0\,0.0\,1.0\,0.02278791159854965\,0.0\,0.0\,0.0\,1.0",0.21586310584457324,"0.0756071325992469\,0.0756071325992469\,0.1492367410186457","0.0\,0.0\,1.0\,-0.07363144349596151\,0.0\,0.0\,-1.0\,0.07363144349596151"
ShapeNet,02946921/3a9041d7aa0b4b9ad9802f6365035049,Can,"1.0\,0.0\,0.0\,-7.852549660025687e-05\,0.0\,1.0\,0.0\,0.0001224023463944901\,0.0\,0.0\,1.0\,-0.00023719537745869879\,0.0\,0.0\,0.0\,1.0",0.16190724680488358,"0.07749366366158217\,0.07749366124897628\,0.11917797827283971","0.0\,0.0\,1.0\,0.059588989136419857\,0.0\,0.0\,-1.0\,-0.05715681700978581\,0.0\,0.0\,1.0\,-0.059588989136419857\,0.0\,0.0\,-1.0\,0.059588989136419857"
ShapeNet,02946921/3c8af6b0aeaf13c2abf4b6b757f4f768,Can,"1.0\,0.0\,0.0\,-1.7761627382206768e-06\,0.0\,1.0\,0.0\,-1.8606142386801139e-06\,0.0\,0.0\,1.0\,0.003925337936483864\,0.0\,0.0\,0.0\,1.0",0.16919201579560597,"0.07286507983976254\,0.0728649109222097\,0.1341914369416326",
ShapeNet,02946921/3fd196c22459cc66c8687ff9b0b4e4ac,Can,"1.0\,0.0\,0.0\,-0.0009924879107113815\,0.0\,1.0\,0.0\,0.0014778221115838708\,0.0\,0.0\,1.0\,0.046775745952848224\,0.0\,0.0\,0.0\,1.0",0.16223751377669726,"0.07783425653406506\,0.07783409455973667\,0.11918341000171917","0.0\,0.0\,-1.0\,-0.059591705000859585\,0.0\,0.0\,1.0\,0.059591705000859585"
ShapeNet,02946921/3fd8dae962fa3cc726df885e47f82f16,Can,"1.0\,0.0\,0.0\,0.0009720017106311651\,0.0\,1.0\,0.0\,-0.0010639297892431898\,0.0\,0.0\,1.0\,0.004697636025964513\,0.0\,0.0\,0.0\,1.0",0.17902248386068148,"0.07507397493627987\,0.07507379620419918\,0.14414192773287482","0.0\,0.0\,1.0\,-0.06981868355600085\,0.0\,0.0\,-1.0\,0.06981868355600085"
ShapeNet,02946921/408028e3bdd8d05b2d6c8e51365a5a87,Can,"1.0\,0.0\,0.0\,0.0013406916337566077\,0.0\,1.0\,0.0\,-0.0012394613162983736\,0.0\,0.0\,1.0\,0.029519347983158695\,0.0\,0.0\,0.0\,1.0",0.1652726998593916,"0.07288063215664442\,0.07288046715205199\,0.12919730292935694","0.0\,0.0\,1.0\,-0.04472213176569573\,0.0\,0.0\,-1.0\,0.04472213176569573"
ShapeNet,02946921/4961c651fdb6b45fa57e04ecfc2d7abd,Can,"1.0\,0.0\,0.0\,0.0012726025965332788\,0.0\,1.0\,0.0\,-0.001250880830583334\,0.0\,0.0\,1.0\,0.024385617844874252\,0.0\,0.0\,0.0\,1.0",0.1633111412699837,"0.07471403006525934\,0.07471403006525934\,0.12452343211261097","0.01488680297248789\,0.03594017090695922\,0.9992430571249604\,0.05432335747875312\,0.014886144590162248\,-0.035938243670353434\,-0.999243136249197\,-0.054323285775863414\,0.0\,0.0\,-1.0\,0.061496931964971635\,0.0\,0.0\,1.0\,-0.06070470743893552"
ShapeNet,02946921/4a6ba57aa2b47dfade1831cbcbd278d4,Can,"1.0\,0.0\,0.0\,0.0016734088639780431\,0.0\,1.0\,0.0\,-0.01034279239316327\,0.0\,0.0\,1.0\,-0.026297254439144324\,0.0\,0.0\,0.0\,1.0",0.1521973501959015,"0.06670931445649941\,0.06670916250604786\,0.11943108410186665","0.0\,0.0\,-1.0\,0.05696320682399547\,0.0\,0.0\,1.0\,-0.0564875883031265\,0.0\,0.0\,1.0\,0.05110802296505834\,0.0\,0.0\,-1.0\,-0.05130161691200763"
ShapeNet,02946921/4cc3601af4a09418b459058f42771eff,Can,"1.0\,0.0\,0.0\,0.0016734088639780431\,0.0\,1.0\,0.0\,-0.01034279239316327\,0.0\,0.0\,1.0\,-0.026297254439144324\,0.0\,0.0\,0.0\,1.0",0.1521973501959015,"0.06670931445649941\,0.06670916250604786\,0.11943108410186665","0.0\,0.0\,-1.0\,0.05756362429185169\,0.0\,0.0\,1.0\,-0.0564875883031265\,0.0\,0.0\,1.0\,0.05110802296505834\,0.0\,0.0\,-1.0\,-0.05130161691200763"
ShapeNet,02946921/4d4fc73864844dad1ceb7b8cc3792fd,Can,"1.0\,0.0\,0.0\,0.0024227498458921914\,0.0\,1.0\,0.0\,-0.001285907624454019\,0.0\,0.0\,1.0\,0.03645351152409532\,0.0\,0.0\,0.0\,1.0",0.14042891629214624,"0.07664764651036382\,0.07665059282626618\,0.08927543196093624","0.0\,0.0\,1.0\,-0.03734734899516288\,0.0\,0.0\,-1.0\,0.03734734899516288\,0.0\,0.0\,-1.0\,-0.04463771598046812\,0.0\,0.0\,1.0\,0.04463771598046812"
